unique_number,id_no,category,name_en,short_description_en,justification_en,date_inscribed,endangered,longitude,latitude,area_hectares,region_en,states_name_en,undp_code
1922,1433,Cultural,"Birthplace of Jesus: Church of the Nativity and the Pilgrimage Route, Bethlehem","<p>The inscribed property is situated 10 km south of Jerusalem on the site identified by Christian tradition as the birthplace of Jesus since the 2nd century. A church was first completed there in ad 339 and the edifice that replaced it after a fire in the 6th century retains elaborate floor mosaics from the original building. The site also includes Latin, Greek Orthodox, Franciscan and Armenian convents and churches, as well as bell towers, terraced gardens and a pilgrimage route.</p>",,2012,0,35.2075,31.7043527778,2.98,Arab States,Palestine,pse
2012,1492,Cultural,"Palestine: Land of Olives and Vines – Cultural Landscape of Southern Jerusalem, Battir","<p>This site is located a few kilometres south-west of Jerusalem, in the Central Highlands between Nablus and Hebron. The Battir hill landscape comprises a series of farmed valleys, known as <em>widian</em>, with characteristic stone terraces, some of which are irrigated for market garden production, while others are dry and planted with grapevines and olive trees. The development of terrace farming in such a mountainous region is supported by a network of irrigation channels fed by underground sources. A traditional system of distribution is then used to share the water collected through this network between families from the nearby village of Battir.</p>",,2014,1,35.1305555556,31.7197222222,348.83,Arab States,Palestine,pse
2230,1565,Cultural,Hebron/Al-Khalil Old Town,"<p>The use of a local limestone shaped the construction of the old town of Hebron/Al-Khalil during the Mamluk period between 1250 and 1517. The centre of interest of the town was the site of Al-Ibrahimi Mosque/The tomb of the Patriarchs whose buildings are in a compound built in the 1st century AD to protect the tombs of the patriarch Abraham/Ibrahim and his family. This place became a site of pilgrimage for the three monotheistic religions: Judaism, Christianity and Islam. The town was sited at the crossroads of trade routes for caravans travelling between southern Palestine, Sinai, Eastern Jordan and the north of the Arabian Peninsula. Although the subsequent Ottoman Period (1517-1917) heralded an extension of the town to the surrounding areas and brought numerous architectural additions, particularly the raising of the roof level of houses to provide more upper stories, the overall Mamluk morphology of the town is seen to have persisted with its hierarchy of areas, quarters based on ethnic, religious or professional groupings, and houses with groups of rooms organized according to a tree-shaped system.</p>",,2017,1,35.1088888889,31.5241666667,20.6,Arab States,Palestine,pse
148,135,Cultural,Fortifications on the Caribbean Side of Panama: Portobelo-San Lorenzo,"<p>Magnificent examples of 17th- and 18th-century military architecture, these Panamanian forts on the Caribbean coast form part of the defence system built by the Spanish Crown to protect transatlantic trade.</p>",,1980,1,-79.65583333,9.553888889,0,Latin America and the Caribbean,Panama,pan
177,159,Natural,Darien National Park,"<p>Forming a bridge between the two continents of the New World, Darien National Park contains an exceptional variety of habitats – sandy beaches, rocky coasts, mangroves, swamps, and lowland and upland tropical forests containing remarkable wildlife. Two Indian tribes live in the park.</p>",,1981,0,-77.54722222,7.736111111,579000,Latin America and the Caribbean,Panama,pan
934,790,Cultural,Archaeological Site of Panamá Viejo and Historic District of Panamá,"<p>Founded in 1519 by the conquistador Pedrarías Dávila, Panamá Viejo is the oldest European settlement on the Pacific coast of the Americas. It was laid out on a rectilinear grid and marks the transference from Europe of the idea of a planned town. Abandoned in the mid-17th century, it was replaced by a ‘new town’ (the ‘Historic District’), which has also preserved its original street plan, its architecture and an unusual mixture of Spanish, French and early American styles. The Salón Bolívar was the venue for the unsuccessful attempt made by <em>El Libertador</em> in 1826 to establish a multinational continental congress.</p>","<p>The Committee decided to inscribe this property on the basis of cultural criteria (ii), (iv) and (vi), considering that Panamá was the first European settlement on the Pacific coast of the Americas, in 1519, and the Historic District preserves intact a street pattern, together with a substantial number of early domestic buildings, which are exceptional testimony to the nature of this early settlement. The Salón Bolivar is of outstanding historical importance, as the venue for Simón Bolivar's visionary attempt in 1826 to create a Pan-American congress, more than a century before such institutions became a reality.</p>",1997,0,-79.54055556,8.951111111,57.4,Latin America and the Caribbean,Panama,pan
1319,1138,Natural,Coiba National Park and its Special Zone of Marine Protection,"<p>Coiba National Park, off the southwest coast of Panama, protects Coiba Island, 38 smaller islands and the surrounding marine areas within the Gulf of Chiriqui. Protected from the cold winds and effects of El Niño, Coiba’s Pacific tropical moist forest maintains exceptionally high levels of endemism of mammals, birds and plants due to the ongoing evolution of new species. It is also the last refuge for a number of threatened animals such as the crested eagle. The property is an outstanding natural laboratory for scientific research and provides a key ecological link to the Tropical Eastern Pacific for the transit and survival of pelagic fish and marine mammals.</p>","<p><em>Criterion (ix): </em>Despite the short time of isolation of the islands of the Gulf of Chiriquí on an evolutionary timeframe, new species are being formed, which is evident from the levels of endemism reported for many groups (mammals, birds, plants), making the property an outstanding natural laboratory for scientific research. Furthermore the Eastern Pacific reefs, such as those within the property, are characterized by complex biological interactions of their inhabitants and provide a key ecological link in the Tropical Eastern Pacific for the transit and survival of numerous pelagic fish as well as marine mammals.</p>
<p><em>Criterion (x): </em>The forests of Coiba Island possess a high variety of endemic birds, mammals and plants. Coiba Island also serves as the last refuge for a number of threatened species that have largely disappeared from the rest of Panama, such as the Crested Eagle and the Scarlet Macaw. Furthermore the marine ecosystems within the property are repositories of extraordinary biodiversity conditioned to the ability of the Gulf of Chiriquí to buffer against temperature extremes associated to El Niño/Southern Oscilation phenomenon. The property includes 760 species of marine fishes, 33 species of sharks and 20 species of cetaceans. The islands within the property are the only group of inshore islands in the tropical eastern Pacific that have significant populations of trans-Pacific fishes, namely, Indo-Pacific species that have established themselves in the eastern Pacific.</p>",2005,0,-81.766,7.433,270125,Latin America and the Caribbean,Panama,pan
1546,887,Cultural,Kuk Early Agricultural Site,"<p>Kuk Early Agricultural Site consists of 116 ha of swamps in the western highlands of New Guinea 1,500 metres above sea-level. Archaeological excavation has revealed the landscape to be one of wetland reclamation worked almost continuously for 7,000, and possibly for 10,000 years. It contains well-preserved archaeological remains demonstrating the technological leap which transformed plant exploitation to agriculture around 6,500 years ago. It is an excellent example of transformation of agricultural practices over time, from cultivation mounds to draining the wetlands through the digging of ditches with wooden tools. Kuk is one of the few places in the world where archaeological evidence suggests independent agricultural development and changes in agricultural practice over such a long period of time.</p>",,2008,0,144.3317222222,-5.7837111111,116,Asia and the Pacific,Papua New Guinea,png
768,648,Cultural,Jesuit Missions of La Santísima Trinidad de Paraná and Jesús de Tavarangue,"<p>In addition to their artistic interest, these missions are a reminder of the Jesuits' Christianization of the Río de la Plata basin in the 17th and 18th centuries, with the accompanying social and economic initiatives.</p>",,1993,0,-55.702672,-27.131613,27.88,Latin America and the Caribbean,Paraguay,pry
304,273,Cultural,City of Cuzco,"<p>Situated in the Peruvian Andes, Cuzco developed, under the Inca ruler Pachacutec, into a complex urban centre with distinct religious and administrative functions. It was surrounded by clearly delineated areas for agricultural, artisan and industrial production. When the Spaniards conquered it in the 16th century, they preserved the basic structure but built Baroque churches and palaces over the ruins of the Inca city.</p>",,1983,0,-71.980004,-13.517276,142.48,Latin America and the Caribbean,Peru,per
305,274,Mixed,Historic Sanctuary of Machu Picchu,"<p>Machu Picchu stands 2,430 m above sea-level, in the middle of a tropical mountain forest, in an extraordinarily beautiful setting. It was probably the most amazing urban creation of the Inca Empire at its height; its giant walls, terraces and ramps seem as if they have been cut naturally in the continuous rock escarpments. The natural setting, on the eastern slopes of the Andes, encompasses the upper Amazon basin with its rich diversity of flora and fauna.</p>",,1983,0,-72.533443,-13.184934,38160.87,Latin America and the Caribbean,Peru,per
375,330,Cultural,Chavin (Archaeological Site),"<p>The archaeological site of Chavin gave its name to the culture that developed between 1500 and 300 B.C. in this high valley of the Peruvian Andes. This former place of worship is one of the earliest and best-known pre-Columbian sites. Its appearance is striking, with the complex of terraces and squares, surrounded by structures of dressed stone, and the mainly zoomorphic ornamentation.</p>",,1985,0,-77.1784535027,-9.5927725444,14.79,Latin America and the Caribbean,Peru,per
379,333,Natural,Huascarán National Park,"<p>Situated in the Cordillera Blanca, the world's highest tropical mountain range, Mount Huascar&aacute;n rises to 6,768 m above sea-level. The deep ravines watered by numerous torrents, the glacial lakes and the variety of the vegetation make it a site of spectacular beauty. It is the home of such species as the spectacled bear and the Andean condor.</p>",,1985,0,-77.4,-9.33333,340000,Latin America and the Caribbean,Peru,per
419,366,Cultural,Chan Chan Archaeological Zone,"<p>The Chimu Kingdom, with Chan Chan as its capital, reached its apogee in the 15th century, not long before falling to the Incas. The planning of this huge city, the largest in pre-Columbian America, reflects a strict political and social strategy, marked by the city's division into nine 'citadels' or 'palaces' forming autonomous units.</p>",,1986,1,-79.074737,-8.107836,1414.57,Latin America and the Caribbean,Peru,per
1705,402,Natural,Manú National Park,"<p>This huge 1.5 million-ha park has successive tiers of vegetation rising from 150 to 4,200 m above sea-level. The tropical forest in the lower tiers is home to an unrivalled variety of animal and plant species. Some 850 species of birds have been identified and rare species such as the giant otter and the giant armadillo also find refuge there. Jaguars are often sighted in the park.</p>",,1987,0,-71.75,-12.25,1716295.22,Latin America and the Caribbean,Peru,per
583,500,Cultural,Historic Centre of Lima,"<p>Although severely damaged by earthquakes, this 'City of the Kings' was, until the middle of the 18th century, the capital and most important city of the Spanish dominions in South America. Many of its buildings, such as the Convent of San Francisco (the largest of its type in this part of the world), are the result of collaboration between local craftspeople and others from the Old World.</p>",,1988,0,-77.0304,-12.046542,259.36,Latin America and the Caribbean,Peru,per
644,548,Mixed,Río Abiseo National Park,"<p>The park was created in 1983 to protect the fauna and flora of the rainforests that are characteristic of this region of the Andes. There is a high level of endemism among the fauna and flora found in the park. The yellow-tailed woolly monkey, previously thought extinct, is found only in this area. Research undertaken since 1985 has already uncovered 36 previously unknown archaeological sites at altitudes of between 2,500 and 4,000 m, which give a good picture of pre-Inca society.</p>",,1990,0,-77.25,-7.75,272407.95,Latin America and the Caribbean,Peru,per
828,700,Cultural,Lines and Geoglyphs of Nasca and Palpa,"<p>Located in the arid Peruvian coastal plain, some 400 km south of Lima, the geoglyphs of Nasca and the pampas of Jumana cover about 450 km<sup>2</sup> . These lines, which were scratched on the surface of the ground between 500 B.C. and A.D. 500, are among archaeology's greatest enigmas because of their quantity, nature, size and continuity. The geoglyphs depict living creatures, stylized plants and imaginary beings, as well as geometric figures several kilometres long. They are believed to have had ritual astronomical functions.</p>",,1994,0,-75.14861,-14.72583,75358.47,Latin America and the Caribbean,Peru,per
1186,1016,Cultural,Historical Centre of the City of Arequipa,"<p>The historic centre of Arequipa, built in volcanic sillar rock, represents an integration of European and native building techniques and characteristics, expressed in the admirable work of colonial masters and Criollo and Indian masons. This combination of influences is illustrated by the city's robust walls, archways and vaults, courtyards and open spaces, and the intricate Baroque decoration of its facades.</p>","<p>Criterion i The ornamented architecture in the historic centre of Arequipa represents a masterpiece of the creative integration of European and native characteristics, crucial for the cultural expression of the entire region. Criterion iv The historic centre of Arequipa is an outstanding example of a colonial settlement, challenged by the natural conditions, the indigenous influences, the process of conquest and evangelization, as well as the spectacular nature of its setting.</p>",2000,0,-71.536777,-16.398353,166.52,Latin America and the Caribbean,Peru,per
1615,1269,Cultural,Sacred City of Caral-Supe,"<p>The 5000-year-old 626-hectare archaeological site of The Sacred City of Caral-Supe is situated on a dry desert terrace overlooking the green valley of the Supe river. It dates back to the Late Archaic Period of the Central Andes and is the oldest centre of civilization in the Americas. Exceptionally well-preserved, the site is impressive in terms of its design and the complexity of its architectural, especially its monumental stone and earthen platform mounts and sunken circular courts. One of 18 urban settlements situated in the same area, Caral features complex and monumental architecture, including six large pyramidal structures. A quipu (the knot system used in Andean civilizations to record information) found on the site testifies to the development and complexity of Caral society. The city&rsquo;s plan and some of its components, including pyramidal structures and residence of the elite, show clear evidence of ceremonial functions, signifying a powerful religious ideology.</p>",,2009,0,-77.5213888889,-10.8916666667,626.36,Latin America and the Caribbean,Peru,per
2348,1624,Cultural,Chankillo Archaeoastronomical Complex,"<p>The Chankillo Archaeoastronomical Complex is a prehistoric site (250-200 BC), located on the north-central coast of Peru, in the Casma Valley, comprising a set of constructions in a desert landscape that, together with natural features, functioned as a calendrical instrument, using the sun to define dates throughout the year. The site includes a triple-walled hilltop complex, known as the Fortified Temple, two building complexes called Observatory and Administrative Centre, a line of 13 cuboidal towers stretching along the ridge of a hill, and the Cerro Mucho Malo that complements the Thirteen Towers as a natural marker. The ceremonial centre was probably dedicated to a solar cult, and the presence of an observation point on either side of the north-south line of the Thirteen Towers allows the observation both of the solar rising and setting points throughout the whole year. The site shows great innovation by using the solar cycle and an artificial horizon to mark the solstices, the equinoxes, and every other date within the year with a precision of 1-2 days. It is thus a testimony of the culmination of a long historical evolution of astronomical practices in the Casma Valley. </p>",,2021,0,-78.2359166667,-9.5568611111,4480,Latin America and the Caribbean,Peru,per
586,502,Cultural,Historic City of Vigan,"<p>Established in the 16th century, Vigan is the best-preserved example of a planned Spanish colonial town in Asia. Its architecture reflects the coming together of cultural elements from elsewhere in the Philippines, from China and from Europe, resulting in a culture and townscape that have no parallel anywhere in East and South-East Asia.</p>",,1999,0,120.3875,17.575,17.25,Asia and the Pacific,Philippines,phl
773,652,Natural,Puerto-Princesa Subterranean River National Park,"<p>This park features a spectacular limestone karst landscape with an underground river. One of the river's distinguishing features is that it emerges directly into the sea, and its lower portion is subject to tidal influences. The area also represents a significant habitat for biodiversity conservation. The site contains a full 'mountain-to-sea' ecosystem and has some of the most important forests in Asia.</p>","<p>The Puerto Princesa Subterranean River National Park features a spectacular limestone karst landscape with its underground river. A distinguishing feature of the river is that it flows directly into the sea, and the lower portion of the river is subject to tidal influences. The area also represents a significant habitat for biodiversity conservation. The site contains a full mountain to the sea ecosystem and protects forests, which are among the most significant in Asia.</p>",1999,0,118.9166667,10.16666667,22202,Asia and the Pacific,Philippines,phl
1554,653,Natural,Tubbataha Reefs Natural Park,"<p>The Tubbataha Reef Marine Park covers 96,828 ha, including the North and South Atolls and the Jessie Beazley Reef. It is a unique example of an atoll reef with a very high density of marine species; the North Islet serving as a nesting site for birds and marine turtles. The site is an excellent example of a pristine coral reef with a spectacular 100-m perpendicular wall, extensive lagoons and two coral islands.</p>",,1993,0,119.8675,8.9533333333,96828,Asia and the Pacific,Philippines,phl
1955,677,Cultural,Baroque Churches of the Philippines,"<p>These four churches, the first of which was built by the Spanish in the late 16th century, are located in Manila, Santa Maria, Paoay and Miag-ao. Their unique architectural style is a reinterpretation of European Baroque by Chinese and Philippine craftsmen.</p>",,1993,0,120.97,14.59,,Asia and the Pacific,Philippines,phl
853,722,Cultural,Rice Terraces of the Philippine Cordilleras,"<p>For 2,000 years, the high rice fields of the Ifugao have followed the contours of the mountains. The fruit of knowledge handed down from one generation to the next, and the expression of sacred traditions and a delicate social balance, they have helped to create a landscape of great beauty that expresses the harmony between humankind and the environment.</p>",,1995,0,121.13667,16.93389,0,Asia and the Pacific,Philippines,phl
2010,1403,Natural,Mount Hamiguitan Range Wildlife Sanctuary,"<p>Forming a mountain ridge running north-south along the Pujada Peninsula in the south-eastern part of the Eastern Mindanao Biodiversity Corridor, the Mount Hamiguitan Range Wildlife Sanctuary has an elevation range of 75–1,637 m above sea level and provides critical habitat for a range of plant and animal species. The property showcases terrestrial and aquatic habitats at different elevations, and includes threatened and endemic flora and fauna species, eight of which are found only at Mount Hamiguitan. These include critically endangered trees, plants and the iconic Philippine eagle and Philippine cockatoo.</p>",,2014,0,126.1734305556,6.7171694444,16923.07,Asia and the Pacific,Philippines,phl
1739,29,Cultural,Historic Centre of Kraków,"<p>The Historic Centre of Kraków, the former capital of Poland, is situated at the foot of the Royal Wawel Castle. The 13th-century merchants' town has Europe's largest market square and numerous historical houses, palaces and churches with their magnificent interiors. Further evidence of the town's fascinating history is provided by the remnants of the 14th-century fortifications and the medieval site of Kazimierz with its ancient synagogues in the southern part of town, Jagellonian University and the Gothic cathedral where the kings of Poland were buried.</p>",,1978,0,19.9372222222,50.0613888889,149.65,Europe and North America,Poland,pol
2068,30,Cultural,Historic Centre of Warsaw,"<p>During the Warsaw Uprising in August 1944, more than 85% of Warsaw's historic centre was destroyed by Nazi troops. After the war, a five-year reconstruction campaign by its citizens resulted in today's meticulous restoration of the Old Town, with its churches, palaces and market-place. It is an outstanding example of a near-total reconstruction of a span of history covering the 13th to the 20th century.</p>",,1980,0,21.01167,52.26639,25.93,Europe and North America,Poland,pol
34,31,Cultural,Auschwitz Birkenau <br /><small>German Nazi Concentration and Extermination Camp (1940-1945)</small>,"<p>The fortified walls, barbed wire, platforms, barracks, gallows, gas chambers and cremation ovens show the conditions within which the Nazi genocide took place in the former concentration and extermination camp of Auschwitz-Birkenau, the largest in the Third Reich. According to historical investigations, 1.5 million people, among them a great number of Jews, were systematically starved, tortured and murdered in this camp, the symbol of humanity's cruelty to its fellow human beings in the 20th century.</p>",,1979,0,19.175,50.0388888889,191.97,Europe and North America,Poland,pol
1854,32,Cultural,Wieliczka and Bochnia Royal Salt Mines,"<p>The deposit of rock salt in Wieliczka and Bochnia has been mined since the 13th century. This major industrial undertaking has royal status and is the oldest of its type in Europe. The site is a serial property consisting of Wieliczka and Bochnia salt mines and Wieliczka Saltworks Castle. The Wieliczka and Bochnia Royal Salt Mines illustrate the historic stages of the development of mining techniques in Europe from the 13th to the 20th centuries: both mines have hundreds of kilometers of galleries with works of art, underground chapels and statues sculpted in the salt, making a fascinating pilgrimage into the past. The mines were administratively and technically run by Wieliczka Saltworks Castle, which dates from the medieval period and has been rebuilt several times in the course of its history.</p>",,1978,0,20.0638888889,49.9791666667,1104.947,Europe and North America,Poland,pol
666,564,Cultural,Old City of Zamość,"<p>Zamosc was founded in the 16th century by the chancellor Jan Zamoysky on the trade route linking western and northern Europe with the Black Sea. Modelled on Italian theories of the 'ideal city' and built by the architect Bernando Morando, a native of Padua, Zamosc is a perfect example of a late-16th-century Renaissance town. It has retained its original layout and fortifications and a large number of buildings that combine Italian and central European architectural traditions.</p>",,1992,0,23.26667,50.71667,75.0391,Europe and North America,Poland,pol
984,835,Cultural,Medieval Town of Toruń,"<p>Torun owes its origins to the Teutonic Order, which built a castle there in the mid-13th century as a base for the conquest and evangelization of Prussia. It soon developed a commercial role as part of the Hanseatic League. In the Old and New Town, the many imposing public and private buildings from the 14th and 15th centuries (among them the house of Copernicus) are striking evidence of Torun's importance.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (ii) and (iv), considering that Torun is a small historic trading city that preserves to a remarkable extent its original street pattern and outstanding early buildings, and which provides an exceptionally complete picture of the medieval way of life.</p>",1997,0,18.61944,53.01,48,Europe and North America,Poland,pol
998,847,Cultural,Castle of the Teutonic Order in Malbork,"<p>This 13th-century fortified monastery belonging to the Teutonic Order was substantially enlarged and embellished after 1309, when the seat of the Grand Master moved here from Venice. A particularly fine example of a medieval brick castle, it later fell into decay, but was meticulously restored in the 19th and early 20th centuries. Many of the conservation techniques now accepted as standard were evolved here. Following severe damage in the Second World War it was once again restored, using the detailed documentation prepared by earlier conservators.</p>","<p>The Committee decided to inscribe this property on the basis of criteria (ii), (iii) and (iv), considering that Malbork Castle is the supreme example of the medieval brick castle that characterizes the unique architecture of the Crusading Teutonic Order in eastern Europe. It is also of considerable historical significance for the evidence that it provides of the evolution of the modern philosophy and practice of restoration and conservation.</p>",1997,0,19.03333333,54.04166667,18.038,Europe and North America,Poland,pol
1058,905,Cultural,Kalwaria Zebrzydowska: the Mannerist Architectural and Park Landscape Complex and Pilgrimage Park,<p>Kalwaria Zebrzydowska is a breathtaking cultural landscape of great spiritual significance. Its natural setting – in which a series of symbolic places of worship relating to the Passion of Jesus Christ and the life of the Virgin Mary was laid out at the beginning of the 17th century – has remained virtually unchanged. It is still today a place of pilgrimage.</p>,"<p><em>Criterion (ii):</em> Kalwaria Zebrzydowska is an exceptional cultural monument in which the natural landscape was used as the setting for a symbolic representation in the form of chapels and avenues of the events of the Passion of Christ. The result is a cultural landscape of great beauty and spiritual quality in which natural and man-made elements combine in a harmonious manner.</p>
<p><em>Criterion (iv):</em> The Counter Reformation in the late 16th century led to a flowering in the creation of Calvaries in Europe. Kalwaria Zebrzydowska is an outstanding example of this type of large-scale landscape design, which incorporates natural beauty with spiritual objectives and the principles of Baroque park design.</p>",1999,0,19.66666667,49.86666667,380,Europe and North America,Poland,pol
1489,1053,Cultural,Wooden Churches of Southern Małopolska,"<p>The wooden churches of southern Little Poland represent outstanding examples of the different aspects of medieval church-building traditions in Roman Catholic culture. Built using the horizontal log technique, common in eastern and northern Europe since the Middle Ages, these churches were sponsored by noble families and became status symbols. They offered an alternative to the stone structures erected in urban centres.</p>","<p><em>Criterion (iii):</em> The wooden churches of Little Poland bear important testimony to medieval church building traditions, as these related to the liturgical and cult functions of the Roman Catholic Church in a relatively closed region in central Europe.</p>
<p><em>Criterion (iv): </em>The churches are the most representative examples of surviving Gothic churches built in horizontal log technique, particularly impressive in their artistic and technical execution, and sponsored by noble families and rulers as symbols of social and political prestige.</p>",2003,0,21.23333333,49.75,8.26,Europe and North America,Poland,pol
1228,1054,Cultural,Churches of Peace in Jawor and Świdnica,"The Churches of Peace in Jawor and Świdnica, the largest timber-framed religious buildings in Europe, were built in the former Silesia in the mid-17th century, amid the religious strife that followed the Peace of Westphalia. Constrained by the physical and political conditions, the Churches of Peace bear testimony to the quest for religious freedom and are a rare expression of Lutheran ideology in an idiom generally associated with the Catholic Church.","<p><em>Criterion (iii):</em> The Churches of Peace are outstanding testimony to an exceptional act of tolerance on the part of the Catholic Habsburg Emperor towards Protestant communities in Silesia in the period following the Thirty Years’ War in Europe.</p>
<p><em>Criterion (iv):</em> As a result of conditions imposed by the Emperor the Churches of Peace required the builders, to implement pioneering constructional and architectural solutions of a scale and complexity unknown ever before or since in wooden architecture. The success may be judged by their survival to the present day.</p>
<p><em>Criterion (vi):</em> The Churches of Peace bear exceptional witness to a particular political development in Europe in the 17th century of great spiritual power and commitment.</p>",2001,0,16.19594444,51.05427778,0.23,Europe and North America,Poland,pol
1343,1165,Cultural,Centennial Hall in Wrocław,"<p>The Centennial Hall, a landmark in the history of reinforced concrete architecture, was erected in 1911-1913 by the architect Max Berg as a multi-purpose recreational building, situated in the Exhibition Grounds. In form it is a symmetrical quatrefoil with a vast circular central space that can seat some 6,000 persons. The 23m-high dome is topped with a lantern in steel and glass. The Centennial Hall is a pioneering work of modern engineering and architecture, which exhibits an important interchange of influences in the early 20th century, becoming a key reference in the later development of reinforced concrete structures.</p>","<p><em>Criterion (i): </em>The Centennial Hall of Wroc<span style=""font-size: 8pt; font-family: Arial; mso-fareast-font-family: SimSun; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA;"">ł</span> aw is a creative and innovative example in the development of construction technology in large reinforced concrete structures. The Centennial Hall occupies a key position in the evolution of methods of reinforcement in architecture, and one of the climax points in the history of the use of metal in structural consolidation.</p>
<p><em>Criterion (ii): </em>The Centennial Hall is a pioneering work of modern engineering and architecture, which exhibits an important interchange of influences in the early 20th century, becoming a key reference in the later development of reinforced concrete structures.</p>
<p><em>Criterion (iv):</em> As part of the exhibition grounds of Wroc<span style=""font-size: 8pt; font-family: Arial; mso-fareast-font-family: SimSun; mso-ansi-language: EN-US; mso-fareast-language: ZH-CN; mso-bidi-language: AR-SA;"">ł</span> aw, the Centennial Hall is an outstanding example of modern recreational architecture that served a variety of purposes, ranging from conferences and exhibitions to concerts, theatre and opera.</p>",2006,0,17.0770138888,51.1069472222,36.69,Europe and North America,Poland,pol
2165,1539,Cultural,Tarnowskie Góry Lead-Silver-Zinc Mine and its Underground Water Management System,"<p>Located in Upper Silesia, in southern Poland, one of the main mining areas of central Europe, the property includes the entire underground mine with adits, shafts, galleries and other features of the water management system. Most of the property is situated underground while the surface mining topography features relics of shafts and waste heaps, as well as the remains of the 19th century steam water pumping station. The elements of the water management system, located underground and on the surface, testify to continuous efforts over three centuries to drain the underground extraction zone and to use undesirable water from the mines to supply towns and industry. Tarnowskie Góry represents a significant contribution to the global production of lead and zinc.</p>",,2017,0,18.8512277778,50.4426972222,1672.76,Europe and North America,Poland,pol
2302,1599,Cultural,Krzemionki Prehistoric Striped Flint Mining Region,"Located in the mountain region of Świętokrzyskie, Krzemionki is an ensemble of four mining sites, dating from the Neolithic to the Bronze Age (about 3900 to 1600 BCE), dedicated to the extraction and processing of striped flint, which was mainly used for axe-making. With its underground mining structures, flint workshops and some 4,000 shafts and pits, the property features one of the most comprehensive prehistoric underground flint extraction and processing systems identified to date. The property provides information about life and work in prehistoric settlements and bears witness to an extinct cultural tradition. It is an exceptional testimony of the importance of the prehistoric period and of flint mining for tool production in human history.",,2019,0,21.5023055556,50.9679722222,349.2,Europe and North America,Poland,pol
227,206,Cultural,Central Zone of the Town of Angra do Heroismo in the Azores,"<p>Situated on one of the islands in the Azores archipelago, this was an obligatory port of call from the 15th century until the advent of the steamship in the 19th century. The 400-year-old San Sebastião and San João Baptista fortifications are unique examples of military architecture. Damaged by an earthquake in 1980, Angra is now being restored.</p>",,1983,0,-27.22,38.655,0,Europe and North America,Portugal,prt
1630,263,Cultural,Monastery of the Hieronymites and Tower of Belém in Lisbon,"<p>Standing at the entrance to Lisbon harbour, the Monastery of the Hieronymites &ndash; construction of which began in 1502 &ndash; exemplifies Portuguese art at its best. The nearby Tower of Bel&eacute;m, built to commemorate Vasco da Gama's expedition, is a reminder of the great maritime discoveries that laid the foundations of the modern world.</p>",,1983,0,-9.21583,38.69194,2.66,Europe and North America,Portugal,prt
294,264,Cultural,Monastery of Batalha,"<p>The Monastery of the Dominicans of Batalha was built to commemorate the victory of the Portuguese over the Castilians at the battle of Aljubarrota in 1385. It was to be the Portuguese monarchy's main building project for the next two centuries. Here a highly original, national Gothic style evolved, profoundly influenced by Manueline art, as demonstrated by its masterpiece, the Royal Cloister.</p>",,1983,0,-8.82694,39.65778,0.98,Europe and North America,Portugal,prt
295,265,Cultural,Convent of Christ in Tomar,"<p>Originally designed as a monument symbolizing the Reconquest, the Convent of the Knights Templar of Tomar (transferred in 1344 to the Knights of the Order of Christ) came to symbolize just the opposite during the Manueline period – the opening up of Portugal to other civilizations.</p>",,1983,0,-8.4175,39.60472,0,Europe and North America,Portugal,prt
414,361,Cultural,Historic Centre of Évora,"<p>This museum-city, whose roots go back to Roman times, reached its golden age in the 15th century, when it became the residence of the Portuguese kings. Its unique quality stems from the whitewashed houses decorated with <em>azulejos</em> and wrought-iron balconies dating from the 16th to the 18th century. Its monuments had a profound influence on Portuguese architecture in Brazil.</p>",,1986,0,-7.90778,38.57306,0,Europe and North America,Portugal,prt
589,505,Cultural,Monastery of Alcobaça,"<p>The Monastery of Santa Maria d'Alcoba&ccedil;a, north of Lisbon, was founded in the 12th century by King Alfonso I. Its size, the purity of its architectural style, the beauty of the materials and the care with which it was built make this a masterpiece of Cistercian Gothic art.</p>",,1989,0,-8.97667,39.55,0,Europe and North America,Portugal,prt
854,723,Cultural,Cultural Landscape of Sintra,"<p>In the 19th century Sintra became the first centre of European Romantic architecture. Ferdinand II turned a ruined monastery into a castle where this new sensitivity was displayed in the use of Gothic, Egyptian, Moorish and Renaissance elements and in the creation of a park blending local and exotic species of trees. Other fine dwellings, built along the same lines in the surrounding <em>serra</em> , created a unique combination of parks and gardens which influenced the development of landscape architecture throughout Europe.</p>",,1995,0,-9.41667,38.78333,946,Europe and North America,Portugal,prt
890,755,Cultural,"Historic Centre of Oporto, Luiz I Bridge and Monastery of Serra do Pilar ","<p>The city of Oporto, built along the hillsides overlooking the mouth of the Douro river, is an outstanding urban landscape with a 2,000-year history. Its continuous growth, linked to the sea (the Romans gave it the name Portus, or port), can be seen in the many and varied monuments, from the cathedral with its Romanesque choir, to the neoclassical Stock Exchange and the typically Portuguese Manueline-style Church of Santa Clara.</p>",<p>The Committee decided to inscribe the nominated property on the basis of cultural criterion (iv) considering that the site is of outstanding universal value as the urban fabric and its many historic buildings bear remarkable testimony to the development over the past thousand years of a European city that looks outward to the west for its cultural and commercial links.</p>,1996,0,-8.616666667,41.14166667,0,Europe and North America,Portugal,prt
